name,ngram_min,ngram_max,c,class_weight,min_df,max_features,sublinear_tf,lowercase,scheme_neutral,feature_count,vectorizer_seconds,fit_seconds,scoring_seconds,average_precision,roc_auc,brier_score,expected_calibration_error,default_precision,default_recall,default_f1,default_fpr,matched_fpr_limit,matched_threshold,matched_precision,matched_recall,matched_f1,matched_actual_fpr
char25_c10_bal_raw,2,5,1.0,balanced,3,250000,True,False,False,250000,32.56383559998358,5.601592499995604,0.037543000013101846,0.9989694233468147,0.9987158361770455,0.0036345233338464142,0.014678115007249698,1.0,0.9911266201395813,0.995543538130289,0.0,0.016314423433444566,0.07277904552864385,0.9795628308174867,0.9963609172482553,0.987890470541716,0.01546162402669633
char35_c20_bal,3,5,2.0,balanced,3,250000,True,False,False,250000,26.423403099994175,3.749634400010109,0.027376100013498217,0.9989134355268852,0.9986276635425573,0.003481908019686398,0.011303180743096003,1.0,0.9912263210368893,0.9955938313639094,0.0,0.016314423433444566,0.06582634467141231,0.9821612855668583,0.9963110667996012,0.9891855774703655,0.013459399332591769
char35_c10,3,5,1.0,,3,250000,True,False,False,250000,26.423403099994175,3.3210123000317253,0.03999750001821667,0.9988225112119942,0.9985065382273646,0.00444117762752833,0.016525725135968936,1.0,0.9895314057826521,0.9947381608619393,0.0,0.016314423433444566,0.06837621392301647,0.9796999117387467,0.996011964107677,0.9877885993968458,0.015350389321468299
char35_c05,3,5,0.5,,3,250000,True,False,False,250000,26.423403099994175,3.805759000009857,0.03897399996640161,0.9987141081043595,0.9983790083217163,0.005581978420851868,0.024721198410746367,1.0,0.988135593220339,0.9940323955669225,0.0,0.016314423433444566,0.08738305581498514,0.9786775158080486,0.9953140578265205,0.9869256815204767,0.016129032258064516
char36_c10,3,6,1.0,,3,250000,True,False,False,250000,40.12913670000853,4.407876500044949,0.062294600007589906,0.9986766175629092,0.9982909281055609,0.004537312889829015,0.015233910456990829,1.0,0.9891326021934197,0.9945366147060297,0.0,0.016314423433444566,0.0664513969590518,0.9819049023946501,0.9954636091724826,0.9886377701314454,0.013644790507971821
char46_c10,4,6,1.0,,3,250000,True,False,False,250000,31.86773549998179,3.4385294999810867,0.0265458999783732,0.998259975461388,0.997687098141985,0.005399723512480811,0.016478317054861347,1.0,0.9866899302093719,0.9933003788924297,0.0,0.016314423433444566,0.06887426675351853,0.981117230527144,0.9946161515453639,0.9878205762946826,0.014238042269187987
char25_c10_bal_scheme_www_neutral,2,5,1.0,balanced,3,250000,True,False,True,250000,25.671621999994386,6.233589599956758,0.024278700002469122,0.9454609708599456,0.9406892281997168,0.08306912632212786,0.049778266783215994,0.9473869435157487,0.80518444666002,0.8705165862728718,0.03325917686318131,0.016314423433444566,0.5868862513732525,0.9724707501720579,0.7748255234297109,0.8624698277057959,0.016314423433444566
